word,llm_frequency_raw,word_length
classical,51,9
fine,189,4
drawing,545,7
fashion,106,7
forward,532,7
attendees,60,9
embraced,14,8
elegant,127,7
ambiance,2,8
many,1008,4
guests,35,6
admired,13,7
particularly,432,12
glamorous,9,9
decolletage,2,11
women,107,5
sparkling,16,9
gowns,7,5
perfectly,322,9
complementing,2,13
opulent,4,7
atmosphere,92,10
historic,231,8
theater,127,7
motion,431,6
style,171,5
wanted,177,6
meal,104,4
extension,31,9
luxurious,10,9
served,56,6
seasonal,122,8
vegetables,79,10
hint,48,4
rosemary,20,8
praised,139,7
tenderness,12,10
depth,176,5
eating,126,6
art,953,3
remarked,7,8
attendee,15,8
adjusting,123,9
sequined,7,8
shawl,57,5
la,8,2
traviata,1,8
fusion,107,6
haute,3,5
cuisine,15,7
sparked,330,7
interest,269,8
future,365,6
events,223,6
organizers,78,10
planning,288,8
expand,133,6
series,211,6
chefs,23,5
themed,21,6
evenings,10,8
lingers,22,7
seamless,54,8
blend,238,5
sweet,243,5
arias,1,5
rich,324,4
flavors,32,7
shimmer,62,7
chandeliers,14,11
phenomenon,152,10
sounds,345,6
fiction,40,7
very,322,4
clearly,223,7
playful,231,7
opaque,12,6
carving,60,7
nightlight,12,10
being,1541,5
together,972,8
they're,46,7
separate,112,8
miles,67,5
galaxies,73,8
opacity,7,7
pass,185,4
twist,692,5
twins,9,5
spinning,150,8
clockwise,6,9
away,560,4
counterclockwise,6,16
sent,140,4
talking,131,7
picture,641,7
block,150,5
carve,18,5
changes,518,7
mirror,217,6
image,201,5
reality,274,7
particle,171,8
spin,89,4
polarization,19,12
learning,508,8
dim,147,3
tell,130,4
door,487,4
shows,411,5
similarly,80,9
flashlight,48,10
showing,187,7
subtle,448,6
languishing,8,11
autoerotic,1,10
urbanize,3,8
typically,93,9
same,1066,4
psychological,129,13
stuck,266,5
uninspired,6,10
emotionally,178,11
nothing,302,7
catastrophic,17,12
happening,173,9
flourishing,14,11
excited,47,7
engaged,39,7
purpose,773,7
thriving,113,8
mentally,101,8
depressed,2,9
either,108,6
feel,1373,4
motions,15,7
enjoy,55,5
disconnected,45,12
others,773,6
empty,354,5
sad,48,3
having,96,6
emptiness,52,9
battery,102,7
functioning,23,11
psychologists,16,13
corey,1,5
keyes,1,5
mental,877,6
healthy,263,7
vs,76,2
sick,51,4
scale,217,5
range,62,5
illness,92,7
depression,34,10
anxiety,204,7
okay,66,4
managing,164,8
socially,17,8
gray,95,4
zone,182,4
unwell,6,6
surprisingly,129,12
common,370,6
harmful,115,7
quit,22,4
jobs,93,4
withdraw,11,8
relationships,266,13
jungle,26,6
hung,318,4
scent,629,5
rot,38,3
sharper,67,7
wrong,435,5
vance,14,5
spectacles,28,10
poisonwood,3,10
milky,16,5
sap,50,3
oozing,11,6
weeping,47,7
wounds,36,6
ethology,2,8
profession,3,10
lifeline,31,8
making,914,6
sense,508,5
wild's,1,6
chaotic,212,7
luminora,2,8
lizards,13,7
bioluminescent,34,14
courtship,8,9
dances,35,6
watchful,30,8
chorus,30,6
insects,128,7
muted,10,5
tense,68,5
movement,603,8
lizard,14,6
bigger,101,6
thumb,81,5
skittered,8,9
ground,440,6
swiveling,2,9
directly,155,8
unnerving,19,9
flicked,11,7
tongue,98,6
tasting,61,7
normal,103,6
stare,31,5
darted,28,6
flared,129,6
danced,179,6
lowered,22,7
pounding,29,8
took,203,4
trembling,246,9
silvery,19,7
legend,20,6
watcher,8,7
walks,70,5
appeared,61,8
acknowledge,95,11
cost,198,4
superstition,8,12
logic,143,5
looking,280,7
unnatural,37,9
gaze,138,4
demand,235,6
archaeologists,51,14
unearth,12,7
roman,58,5
artifact,45,8
rural,214,5
dig,82,3
site,256,4
april,501,5
county,106,6
england,30,7
turn,567,4
cambridge,18,9
undisturbed,16,11
era,126,3
burial,32,6
remote,155,6
field,345,5
hertfordshire,2,13
described,150,9
finds,74,5
includes,205,8
bronze,28,6
ladle,5,5
ceremonial,46,10
domestic,31,8
rituals,87,7
centimeters,14,11
length,51,6
adorned,11,7
engravings,3,10
celtic,9,6
motifs,13,6
suggesting,58,10
undiscovered,1,12
experts,555,7
ritual,279,6
possibly,81,8
funerary,2,8
practices,257,9
religious,118,9
offerings,18,9
addition,19,8
pottery,23,7
wooden,247,6
box,291,3
containing,37,10
ash,74,3
remnants,28,8
notably,40,7
collection,118,10
ring,84,4
recovered,16,9
indicating,20,10
individual,112,10
position,110,8
modest,44,6
importance,100,10
identified,138,10
shallow,70,7
pits,5,4
alms,1,4
traditionally,58,13
left,622,4
sites,65,5
presence,683,8
items,143,5
suggests,122,8
spiritual,137,9
significance,68,12
marsh,35,5
archaeologist,42,13
context,192,7
undergoing,38,10
excavation,42,10
artifacts,62,9
museum,112,6
hope,230,4
shed,58,4
daily,728,5
britain,7,7
communities,349,11
overlooked,201,10
historical,232,10
prized,26,6
later,201,5
metal,543,5
grow,660,4
bloodroot,11,9
sanguinaria,2,11
canadensis,3,10
native,288,6
north,136,5
american,115,8
wildflower,23,10
blooms,85,6
deeply,380,6
lobed,2,5
woodland,19,8
settings,72,8
perennial,5,9
gardeners,60,9
low,1268,3
maintenance,163,11
habits,338,6
proper,133,6
thrive,243,6
shaded,26,6
naturalize,2,10
planting,118,8
growing,871,7
deal,45,4
rollback,4,8
tendency,39,8
runners,13,7
location,79,8
prefers,10,7
partial,25,7
shade,78,5
mimicking,23,9
habitat,105,7
moist,36,5
draining,33,8
slightly,507,8
neutral,74,7
ph,32,2
avoid,578,5
afternoon,211,9
compacted,21,9
soils,29,5
spot,261,4
shrubs,25,6
planted,57,7
summer,219,6
fall,362,4
august,21,6
october,589,7
giving,182,6
establish,35,9
winter,275,6
hole,92,4
rhizome,8,7
underground,134,11
stem,152,4
crown,50,5
growth,618,6
facing,132,6
gently,331,6
cover,124,5
thoroughly,25,10
allow,104,5
flows,132,5
interesting,118,11
spread,233,6
horizontal,22,10
stems,74,5
produce,123,7
intervals,10,9
self,672,4
artist,194,6
blurs,16,5
lines,311,5
chaos,456,5
provoking,6,9
exhibition,76,10
metro,178,5
gallery,85,7
unconventional,7,14
unexpected,392,10
visual,197,6
effects,121,7
slobbers,5,8
shadows,238,7
installation,95,12
features,228,8
shadowgraphs,3,12
images,131,6
created,147,7
interplay,12,9
challenge,244,9
viewers,30,7
perceptions,10,11
order,287,5
curator,41,7
exploration,43,11
extraneousness,2,14
cluttered,66,9
textures,33,8
spontaneous,29,11
central,313,7
artistic,68,8
message,490,7
discard,20,7
messy,250,5
unnecessary,55,11
flaws,37,5
standout,42,8
chamber,103,7
uses,366,4
layered,170,7
projected,22,9
cast,65,4
wall,515,4
visitors,148,8
report,445,6
unsettled,6,9
evoking,7,7
critics,279,7
divided,36,7
praising,22,8
commentary,20,10
disorder,128,8
lack,202,4
clarity,1003,7
show,409,4
conversation,308,12
users,174,5
sharing,142,7
debating,12,8
value,299,5
contemporary,51,12
aren't,30,6
mess,126,4
raj,44,3
patel,270,5
honesty,71,7
obsessed,21,8
perfection,147,10
revolutionary,47,13
runs,123,4
december,37,8
arts,185,4
lane,43,4
admission,8,9
mind,959,4
bending,86,7
idea,1239,4
breezy,3,6
simplifying,14,11
hiding,60,6
cosmic,117,6
twin,31,4
mars,16,4
normally,55,8
whenever,10,8
kicker,8,6
happens,658,7
it's,257,4
act,689,3
objects,108,7
multiple,182,8
states,178,6
einstein,56,8
spooky,42,6
action,828,6
confirmed,130,9
again,462,5
analogy,58,7
math,111,4
enchanted,7,9
dice,4,4
friend,194,6
split,143,5
roll,87,4
neither,55,7
die,50,3
definite,34,8
number,221,6
yours,33,5
immediately,119,11
galaxy,33,6
steam,165,5
constant,305,8
sidewalk,47,8
maya,313,4
frayed,107,6
discarded,95,9
magazine,19,8
pages,167,5
brittle,154,7
faded,229,5
glossy,25,6
defiantly,12,9
everything,785,10
seeming,13,7
margins,38,7
flicker,244,7
indifferent,77,11
eye,397,3
apartment,133,9
converted,11,9
storage,114,7
unit,104,4
flights,12,7
job,440,3
mark,173,4
sirens,38,6
mattered,19,8
gust,46,4
snatched,13,8
hand,939,4
tumbled,20,7
caught,303,6
sudden,737,6
updraft,4,7
alley,163,5
lunged,6,6
drain,62,5
smudged,53,7
grime,95,5
wiped,72,5
expecting,21,9
muddy,35,5
plastic,178,7
own,1157,3
tired,261,5
smudge,24,6
cheek,55,5
strand,43,6
hair,288,4
escaping,44,8
bun,8,3
spark,318,5
artificial,67,10
photo,100,5
fierce,94,6
marginality,1,11
roared,27,6
damaged,136,7
lie,78,3
utterly,108,7
hers,98,4
valuable,114,8
bag,116,3
fantasy,20,7
undeniable,46,10
existence,71,9
challenges,308,10
longstanding,12,12
narrative,75,9
founding,21,8
marquez,148,7
chronicle,48,9
staff,152,5
midville,6,8
oct,4,3
recent,490,6
reappraisal,2,11
stirred,120,7
debate,355,6
scholar,47,7
hartwell,10,8
questions,175,9
aberrational,2,12
overdue,20,7
revision,3,8
century,305,7
establishment,7,13
attributed,21,10
quaker,2,6
settlers,6,8
issue,212,5
northeast,21,9
review,240,6
pointing,39,8
previously,193,10
undocumented,21,12
indigenous,89,10
network,438,7
moreover,11,8
highlights,118,10
independent,90,11
eliza,7,5
thorne,171,6
dubbed,201,6
virago,3,6
resistance,225,10
colonial,36,8
encroachment,8,12
traditional,475,11
account,54,7
portrays,3,8
peaceful,90,8
forum,54,5
last,846,4
week,642,4
discredit,5,9
past,744,4
omission,8,8
alone,330,5
erasure,14,7
historians,95,10
expressed,39,9
mixed,118,5
reactions,120,9
praise,100,6
meticulous,75,10
undermining,20,11
cherished,17,9
identity,211,8
nevertheless,2,12
council,459,7
agreed,22,6
commission,43,10
plaques,3,7
school,362,6
curricula,18,9
continues,110,9
thing,781,5
beginning,111,9
dramatic,144,8
anyone,151,6
imagined,31,8
migratory,17,9
birds,276,5
pricker,6,7
bitingly,1,8
appear,119,6
intended,47,8
park,265,4
go,642,2
blooming,64,8
sunshine,10,8
disappear,37,9
migration,55,9
regular,119,7
journeys,17,8
certain,409,7
places,164,6
survive,252,7
migrate,9,7
travel,164,6
gets,618,4
scarce,20,6
vanish,86,6
berries,49,7
freeze,53,6
lakes,17,5
icy,37,3
fly,107,3
warmer,45,6
available,89,9
breeding,46,8
grounds,45,7
seasons,92,7
northern,111,8
tundras,3,7
daylight,29,8
hours,397,5
raising,108,7
babies,28,6
weather,345,7
snowy,11,5
winters,29,7
flying,84,6
south,97,5
helps,481,5
stay,696,4
amazing,71,7
compass,139,7
magnetic,126,8
gps,47,3
navigate,299,8
landmarks,14,9
mountains,102,9
rivers,117,6
coastlines,12,10
track,289,5
instinct,60,8
follow,254,6
routes,67,6
parents,97,7
passed,292,6
generations,150,11
arctic,46,6
tern,1,4
holds,293,5
record,219,6
longest,7,7
drummed,39,7
rooftop,53,7
abandoned,130,9
clinic,73,6
lullaby,57,7
crouched,90,8
rusted,132,6
gurney,8,6
lunchbox,11,8
retinoid,14,8
betray,4,6
streets,236,7
harsh,129,5
clang,17,5
convoy,11,6
soldiers,66,8
district,221,8
soldier,41,7
noncombatant,1,12
former,112,6
dermatologist,9,13
deftly,2,6
needles,70,7
vials,12,5
ghost,341,5
violence,50,8
unscrewed,3,9
lid,42,3
familiar,284,8
click,79,5
unnaturally,42,11
loud,353,4
nestled,167,7
apple,102,5
sister,57,6
serum,7,5
blemishes,1,9
exposure,138,8
storms,141,6
war,100,3
prone,34,5
infection,86,9
salvage,12,7
dwindling,22,9
stock,50,5
thud,74,4
shook,22,5
floorboards,116,11
close,296,5
hammering,68,9
scrambled,29,9
slipping,47,8
grasp,62,5
popping,13,7
rolled,70,6
emergency,325,9
filled,206,6
doorway,69,7
grey,207,4
uniform,63,7
armored,17,7
enforcers,8,9
ruined,17,6
gleaming,35,8
stolen,64,6
civilian,8,8
gravel,76,6
wrapped,184,7
displacement,35,12
marriage,25,8
couples,11,7
dynamic,138,7
partnership,44,11
communication,476,13
mutual,36,6
strongest,36,9
occurs,39,6
spouse,9,6
restore,90,7
intimacy,46,8
situation,187,9
partners,47,8
shift,596,5
relationship,111,12
redirect,16,8
toward,635,6
sources,151,7
hobbies,4,7
unloving,2,8
uncommitted,1,11
circumvolved,1,12
interests,18,9
leaving,230,7
marital,1,7
bond,71,4
neglected,49,9
pour,60,4
partner,67,7
feels,661,5
couple,18,6
spend,121,5
connecting,70,10
erode,30,5
resentment,27,10
happen,192,6
stress,710,6
unresolved,23,10
ebb,6,3
worries,20,7
birth,52,5
unintentionally,13,15
we're,55,5
overwhelmed,242,11
brains,108,6
instinctively,30,13
seek,94,4
comfort,173,7
elsewhere,23,9
cycle,151,5
circumvolve,1,11
distractions,164,12
reconnect,35,9
first,1617,5
recognizing,83,11
preoccupied,6,11
compassionate,30,13
noticed,174,7
spending,62,8
less,464,4
lately,28,6
bit,257,3
me,355,2
unadventurous,1,13
calm,630,4
walkthrough,4,11
explaining,30,10
toaster,13,7
affect,66,6
huge,51,4
distances,36,9
instant,69,7
rule,309,4
goes,187,4
good,525,4
hey,73,3
thinking,537,8
pizza,12,5
measure,279,7
gloves,53,6
pack,66,4
boxes,48,5
ends,73,4
glove,31,5
version,165,7
aren,545,4
toxicity,11,8
examples,98,8
substance,114,9
humans,108,6
harmless,70,8
doses,26,5
poison,33,6
much,632,4
quickly,224,7
overwhelm,62,9
kidneys,19,7
intoxication,5,12
causing,84,7
confusion,143,9
seizures,7,8
death,76,5
amounts,43,7
depends,69,7
dose,31,4
paracelsus,1,10
scientist,118,9
aspirin,3,7
relieve,5,7
headache,15,8
taking,159,6
aspirins,1,8
stomach,98,7
bleeding,63,8
liver,94,5
damage,255,6
numbers,161,7
figure,226,6
lethal,9,6
kills,14,5
usually,178,7
weekend,142,7
road,147,4
trip,51,4
butterfingers,6,13
illogicalness,3,13
trips,25,5
scenic,12,6
views,47,5
detours,11,7
memories,156,8
legendary,23,9
illogical,2,9
decisions,326,9
panic,166,5
few,385,3
smart,367,5
tips,225,4
humor,64,5
potential,435,9
adventure,28,9
car,263,3
fastback,2,8
advantage,40,9
foremost,2,8
pick,149,4
confidence,390,10
skills,193,6
opt,26,3
sleek,125,5
aerodynamic,5,11
vehicles,71,8
sloping,7,7
rear,7,4
roofline,8,8
fastbacks,1,9
better,551,6
stability,199,9
speeds,34,6
improved,90,8
fuel,201,4
efficiency,260,10
fewer,77,5
stops,104,5
chances,26,7
map,344,3
phone,278,5
snacks,42,6
bonus,23,5
design,676,6
deflect,6,7
occasional,44,10
granola,9,7
bar,58,3
banish,5,6
pre,136,3
checklist,57,9
coffee,375,6
spill,41,5
list,159,4
downloaded,3,10
kit,55,3
band,52,4
aids,6,4
wipes,7,5
extra,85,5
sealed,138,6
containers,34,10
enforced,12,8
buddy,4,5
combats,3,7
deciding,33,8
shortcut,29,8
swamp,11,5
keeps,325,5
driver,48,6
seat,68,4
literally,161,9
tame,18,4
tendencies,13,10
extend,40,6
beyond,338,6
drinks,29,6
sediments,14,9
quicksand,7,9
hazards,21,7
western,62,7
desert,115,6
mexico,30,6
geologists,23,10
unstable,76,8
pockets,40,7
arid,19,4
landscape,130,9
sediment,57,8
routine,347,7
survey,118,6
juan,6,4
basin,28,5
geological,70,10
dangers,28,7
hikers,20,6
explorers,4,9
spanned,3,7
approximately,26,13
extensive,11,9
deposits,28,8
grained,11,7
silt,53,4
clay,108,4
saturated,38,9
groundwater,12,11
zones,198,5
classic,80,7
liquefiable,1,11
increases,102,9
risk,389,4
accidental,31,10
trapping,25,8
rains,35,5
hollywood,2,9
geologist,20,9
disturbed,33,9
seemingly,229,9
hide,72,4
touched,209,7
behavior,312,8
noting,59,6
credulousness,3,13
defined,75,7
sufficient,15,10
risky,26,5
misinformed,1,11
exaggerated,32,11
myths,13,5
disregard,6,9
venture,14,7
fragile,262,7
believing,29,9
underestimate,5,13
risks,214,5
educate,26,7
authorities,115,11
install,54,7
signage,36,7
conduct,56,7
campaigns,38,9
emphasizing,64,11
terrain,93,7
heeding,1,7
advisories,10,10
underscore,15,10
lasting,181,7
legacy,125,6
fossils,16,7
rock,443,4
formations,46,10
unites,8,6
feudalistic,1,11
tensions,70,8
emerge,85,6
hall,207,4
meeting,247,7
jamie,262,5
tran,285,4
news,618,4
correspondent,605,13
eldenbrook,4,10
clash,24,5
governance,52,10
culminating,5,11
heated,84,6
residents,778,9
scrambling,24,10
themselves,175,10
sovereignty,17,11
accused,26,7
leadership,121,10
feudalist,1,9
power,1100,5
among,459,5
influential,6,11
families,157,8
broad,51,5
input,115,5
provocatively,1,13
outrage,25,7
prompted,103,8
packed,113,6
councilmember,85,13
helen,2,5
greer,4,5
delivered,74,9
rebuttal,5,8
accusing,25,8
protesters,8,10
attempting,27,10
incite,5,6
feudal,2,6
democratic,31,10
label,139,5
defeat,12,6
honest,88,6
discourse,38,9
misrepresentation,6,17
values,284,6
despite,237,7
escalated,17,9
several,213,7
expressing,38,10
transparency,147,12
budgeting,21,9
zoning,53,6
peaked,3,6
narrowly,5,8
defeated,10,8
vote,93,4
aftermath,18,9
issued,78,6
statement,158,9
round,75,5
forums,44,6
decision,473,8
protocols,95,9
define,175,6
derek,15,5
mills,10,5
committed,37,9
ensuring,118,8
regardless,37,10
background,86,10
influence,195,9
meanwhile,185,9
announced,173,9
plans,277,5
signatures,35,10
petition,23,8
referendum,9,10
greater,120,7
equity,80,6
worry,142,5
deepen,29,6
divisions,16,9
transition,66,10
easily,145,6
yield,55,5
reside,1,6
centuries,225,9
sorrow,68,6
witness,48,7
twelve,22,6
mira,202,4
stained,170,7
cross,145,5
legged,42,6
sketching,21,9
grandad,4,7
knotted,31,7
arthritis,11,9
cane,21,4
tap,127,3
counterpoint,45,12
breeze,122,6
crinkling,3,9
habit,146,5
forgetting,25,10
frowned,73,7
telling,61,7
floods,28,6
telegraph,6,9
line,504,4
turning,653,7
lamplight,13,9
reflected,44,9
symbols,97,7
geometric,55,9
shapes,271,6
runes,19,5
rippling,7,8
puddles,26,7
shock,55,5
stabilized,14,10
spiraling,29,9
outward,69,7
chuckled,18,8
interdisciplinary,23,17
earlier,86,7
river,638,5
watchers,5,8
signally,2,8
archive,139,7
unlikeable,1,10
bursar,2,6
domain,17,6
ledgers,10,7
budgets,18,7
tuition,3,7
fees,25,4
liked,17,5
predictably,9,11
disliked,3,8
tonight,190,7
scholarship,7,11
fund,58,4
aethelred,2,9
bursarship,3,10
dormant,48,7
defied,34,6
driven,288,6
curiosity,293,9
rarely,67,6
admitted,42,8
trail,127,5
bank,104,4
motes,229,5
static,148,6
bookshelf,30,9
overrode,3,8
dreamworld,2,10
unfolded,43,8
grew,162,4
floating,115,8
tablets,10,7
flowed,52,6
murmur,42,6
lectures,14,8
students,255,8
robes,28,5
floated,20,7
books,225,5
philosophy,115,10
owls,5,4
thrummed,37,8
unrealized,1,10
brilliance,20,10
sensible,12,8
shoes,84,5
cardigan,6,8
alien,43,5
approached,46,10
unlikely,50,8
muttered,60,8
indicate,27,8
surplus,17,7
ah,68,2
accumulated,12,11
dream,274,5
stuff,58,5
dared,20,5
ledger,101,6
yes,379,3
struggling,76,10
cacographic,5,11
stirs,12,5
metropolitan,51,12
area,267,4
alike,171,5
blending,138,8
powered,131,7
soaring,24,7
lawn,34,4
silk,155,4
deliberately,60,12
miswritten,1,10
text,120,4
emerging,110,8
reconsider,29,10
imperfection,34,12
cacography,3,10
explains,163,8
intentional,296,11
misspelling,1,11
errors,75,6
protract,2,8
pause,565,5
mistake,98,7
constructed,30,11
recycled,69,8
illuminated,16,11
solar,191,5
leds,2,4
displayed,33,9
throughout,48,10
rotating,50,8
mechanism,87,9
viewing,14,7
phrases,55,7
sweety,1,6
fliing,1,6
wint,1,4
colorful,59,8
fonts,6,5
inviting,47,8
passersby,7,9
interpret,57,9
linguists,8,9
innovation,325,10
embrace,271,7
eli,78,3
professor,62,9
semiotics,5,9
mocking,16,7
spelling,22,8
popular,78,7
discussions,44,11
schools,152,7
centers,168,7
creativity,184,10
mistakes,66,8
sometimes,510,9
little,851,6
error,76,5
cathedral,84,9
watery,13,6
gasps,15,5
sunset,48,6
bare,120,4
slick,112,5
sunken,18,6
marble,63,6
moved,328,5
returning,61,9
lapped,3,6
knees,86,5
insistent,104,9
carrying,150,8
prayers,72,7
below,415,5
cathedral's,1,11
book,480,4
plea,33,4
commune,9,7
force,482,5
consensual,13,10
surrender,41,9
grief,139,5
possibility,77,11
honed,14,5
treacherous,20,11
canals,6,6
collapsing,51,10
possessed,4,9
feral,8,5
agility,27,7
wade,1,4
ahead,117,5
submerged,25,9
archway,51,7
teeth,156,5
visible,219,7
ducked,7,6
swirling,192,8
current,271,7
ankle,25,5
twisted,100,7
kicking,11,7
off,793,3
propel,5,6
sideways,92,8
heavier,98,7
section,71,7
ceiling,121,7
plunged,19,7
thunderous,8,10
splash,53,6
hostile,22,7
waiting,372,7
altar,30,5
island,51,6
nave,6,4
stopped,269,7
deepened,93,8
palms,59,5
command,114,7
dissolving,59,10
remember,282,8
recede,8,6
successful,69,10
youth,143,5
basketball,17,10
league,23,6
excellent,20,9
promote,81,7
teamwork,28,8
discipline,146,10
competition,57,11
young,269,5
athletes,47,8
coach,33,5
parent,59,6
volunteer,90,9
organizing,91,10
requires,99,8
careful,158,7
steps,639,5
highlighting,46,12
scorebook,6,9
sitter,3,6
temperance,2,10
positive,123,8
goals,249,5
clarifying,9,10
recreational,24,12
competitive,48,11
teach,146,5
decide,72,6
groups,289,6
sizes,14,5
game,290,4
games,33,5
season,195,6
setting,113,7
focused,335,7
consistency,150,11
recruit,3,7
coaches,13,7
volunteers,86,10
dedicated,57,9
referees,2,8
sports,77,6
enthusiasts,47,11
assign,31,6
specific,331,8
roles,97,5
manage,158,6
registration,13,12
coordinate,17,10
schedules,40,9
overseeing,3,10
logistics,31,9
matches,29,7
ensure,163,6
smoothly,141,8
recording,33,9
plays,111,5
tracking,116,8
fouls,2,5
scores,29,6
progress,343,8
log,77,3
points,169,6
vital,201,5
accountability,124,14
player,66,6
scored,5,6
quarter,40,7
technicals,1,10
throws,34,6
missed,101,6
assists,3,7
blocks,214,6
steals,9,6
kitchen,419,7
catastrophe,3,11
handling,85,8
calamitous,5,10
gelatinous,17,10
dessert,21,7
panna,1,5
cotta,1,5
whimsical,55,9
mold,53,4
jello,5,5
you've,23,6
followed,152,8
recipe,167,6
measured,120,8
exact,101,5
brand,73,5
gelatin,6,7
mixture,25,7
spills,37,6
counter,162,7
oozes,3,5
fridge,31,6
threatens,22,9
engulf,2,6
entire,186,6
tidal,16,5
cleanup,58,7
nightmare,17,9
manageable,59,10
sticky,175,6
chore,19,5
drowning,35,8
won,146,3
zombie,4,6
apocalypse,4,10
identify,291,8
extent,5,6
appliances,19,10
baseboards,9,10
sooner,5,6
incur,9,5
contain,54,7
threat,138,6
substances,56,10
slippery,45,8
clean,530,5
sponge,50,6
